VAR_IDX,VAR_POS,TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR
med6725,6,PRESCRIBING,RXNORM_CUI,'311246',LACTASE ENZYME PO 
med6726,6,PRESCRIBING,RXNORM_CUI,'311246',LACTASE ENZYME PO 
med6727,6,PRESCRIBING,RXNORM_CUI,'311248',"DAIRY-RELIEF 9,000 UNIT PO TAB "
med6728,6,PRESCRIBING,RXNORM_CUI,'311248',"DAIRY-RELIEF 9,000 UNIT PO TAB "
med6729,6,PRESCRIBING,RXNORM_CUI,'311254',AMMONIUM LACTATE 5 % TP LOTN 
med673,6,PRESCRIBING,RXNORM_CUI,'1088245',PEDIA-LAX STOOL SOFTENER PO
med6730,6,PRESCRIBING,RXNORM_CUI,'311265',LAMICTAL 5 MG PO TCHD
med6731,6,PRESCRIBING,RXNORM_CUI,'311265',LAMICTAL 5 MG PO TCHD
med6732,6,PRESCRIBING,RXNORM_CUI,'311277',LANSOPRAZOLE PO 
med6733,6,PRESCRIBING,RXNORM_CUI,'311277',LANSOPRAZOLE PO 
med6734,6,PRESCRIBING,RXNORM_CUI,'311286',XOPENEX 0.63 MG/3 ML IN NEBU 
med6735,6,PRESCRIBING,RXNORM_CUI,'311286',XOPENEX 0.63 MG/3 ML IN NEBU 
med6736,6,PRESCRIBING,RXNORM_CUI,'311288',KEPPRA PO 
med6737,6,PRESCRIBING,RXNORM_CUI,'311288',KEPPRA PO 
med6738,6,PRESCRIBING,RXNORM_CUI,'311289',LEVETIRACETAM 500 MG PO TAB 
med6739,6,PRESCRIBING,RXNORM_CUI,'311289',LEVETIRACETAM 500 MG PO TAB 
med674,6,PRESCRIBING,RXNORM_CUI,'1088534',BIO-D-MULSION 400 UNIT/DROP PO DROP
med6740,6,PRESCRIBING,RXNORM_CUI,'311290',LEVETIRACETAM 750 MG PO TAB 
med6741,6,PRESCRIBING,RXNORM_CUI,'311290',LEVETIRACETAM 750 MG PO TAB 
med6742,6,PRESCRIBING,RXNORM_CUI,'311296',LEVAQUIN LEVA-PAK PO 
med6743,6,PRESCRIBING,RXNORM_CUI,'311296',LEVAQUIN LEVA-PAK PO 
med6744,6,PRESCRIBING,RXNORM_CUI,'311337',LIDOCAINE HCL (BULK) MISC 
med6745,6,PRESCRIBING,RXNORM_CUI,'311345',LINEZOLID 100 MG/5 ML PO SUSR 
med6746,6,PRESCRIBING,RXNORM_CUI,'311345',LINEZOLID 100 MG/5 ML PO SUSR 
med6747,6,PRESCRIBING,RXNORM_CUI,'311347',LINEZOLID 600 MG PO TAB 
med6748,6,PRESCRIBING,RXNORM_CUI,'311347',LINEZOLID 600 MG PO TAB 
med6749,6,PRESCRIBING,RXNORM_CUI,'311353',PRINIVIL 2.5 MG PO TAB
med675,6,PRESCRIBING,RXNORM_CUI,'1088534',BIO-D-MULSION 400 UNIT/DROP PO DROP
med6750,6,PRESCRIBING,RXNORM_CUI,'311353',PRINIVIL 2.5 MG PO TAB
med6751,6,PRESCRIBING,RXNORM_CUI,'311354',ZESTRIL 5 MG PO TAB 
med6752,6,PRESCRIBING,RXNORM_CUI,'311354',ZESTRIL 5 MG PO TAB 
med6753,6,PRESCRIBING,RXNORM_CUI,'311355',LITHIUM CARBONATE 150 MG PO CAP 
med6754,6,PRESCRIBING,RXNORM_CUI,'311355',LITHIUM CARBONATE 150 MG PO CAP 
med6755,6,PRESCRIBING,RXNORM_CUI,'311369',LOPINAVIR-RITONAVIR 400-100 MG/5 ML PO SOLN 
med6756,6,PRESCRIBING,RXNORM_CUI,'311369',LOPINAVIR-RITONAVIR 400-100 MG/5 ML PO SOLN 
med6757,6,PRESCRIBING,RXNORM_CUI,'311372',LORATADINE 10 MG PO TAB 
med6758,6,PRESCRIBING,RXNORM_CUI,'311372',LORATADINE 10 MG PO TAB 
med6759,6,PRESCRIBING,RXNORM_CUI,'311373',CHILDREN'S CLEAR-ATADINE PO
med676,6,PRESCRIBING,RXNORM_CUI,'1088535',CHOLECALCIFEROL (VIT D3)(BULK) MISC CRYS 
med6760,6,PRESCRIBING,RXNORM_CUI,'311376',LORAZEPAM 2 MG/ML PO CONC 
med6761,6,PRESCRIBING,RXNORM_CUI,'311376',LORAZEPAM 2 MG/ML PO CONC 
med6762,6,PRESCRIBING,RXNORM_CUI,'311381',LOTEPREDNOL ETABONATE 0.2 % OP DRPS 
med6763,6,PRESCRIBING,RXNORM_CUI,'311381',LOTEPREDNOL ETABONATE 0.2 % OP DRPS 
med6764,6,PRESCRIBING,RXNORM_CUI,'311382',LOTEPREDNOL ETABONATE 0.5 % OP DRPS 
med6765,6,PRESCRIBING,RXNORM_CUI,'311382',LOTEPREDNOL ETABONATE 0.5 % OP DRPS 
med6766,6,PRESCRIBING,RXNORM_CUI,'311385',LOXAPINE SUCCINATE 25 MG PO CAP 
med6767,6,PRESCRIBING,RXNORM_CUI,'311385',LOXAPINE SUCCINATE 25 MG PO CAP 
med6768,6,PRESCRIBING,RXNORM_CUI,'311386',LOXAPINE SUCCINATE 5 MG PO CAP 
med6769,6,PRESCRIBING,RXNORM_CUI,'311386',LOXAPINE SUCCINATE 5 MG PO CAP 
med677,6,PRESCRIBING,RXNORM_CUI,'1088535',CHOLECALCIFEROL (VIT D3)(BULK) MISC CRYS 
med6770,6,PRESCRIBING,RXNORM_CUI,'311406',MAFENIDE ACETATE 85 MG/G TP CREA 
med6771,6,PRESCRIBING,RXNORM_CUI,'311406',MAFENIDE ACETATE 85 MG/G TP CREA 
med6772,6,PRESCRIBING,RXNORM_CUI,'311414',LOWSIUM PO
med6773,6,PRESCRIBING,RXNORM_CUI,'311415',RIOPAN PLUS 540-40 MG/5 ML PO SUSP
med6774,6,PRESCRIBING,RXNORM_CUI,'311422',MAGNESIUM CHLORIDE 200 MG/ML (20 %) IJ SOLN 
med6775,6,PRESCRIBING,RXNORM_CUI,'311425',MAGNESIUM GLUCONATE 30 MG PO TAB 
med6776,6,PRESCRIBING,RXNORM_CUI,'311425',MAGNESIUM GLUCONATE 30 MG PO TAB 
med6777,6,PRESCRIBING,RXNORM_CUI,'311427',PHILLIPS'(MAGNESIUM HYDROXIDE) 311 MG PO CHEW
med6778,6,PRESCRIBING,RXNORM_CUI,'311427',PHILLIPS'(MAGNESIUM HYDROXIDE) 311 MG PO CHEW
med6779,6,PRESCRIBING,RXNORM_CUI,'311429',MAGNESIUM OXIDE 250 MG PO TAB 
med678,6,PRESCRIBING,RXNORM_CUI,'1088753',LACTOBACILL.ACIDOPHILUS (BULK) MISC POWD 
med6780,6,PRESCRIBING,RXNORM_CUI,'311429',MAGNESIUM OXIDE 250 MG PO TAB 
med6781,6,PRESCRIBING,RXNORM_CUI,'311430',MAOX PO 
med6782,6,PRESCRIBING,RXNORM_CUI,'311430',MAOX PO 
med6783,6,PRESCRIBING,RXNORM_CUI,'311431',MAGNESIUM OXIDE 500 MG PO TAB 
med6784,6,PRESCRIBING,RXNORM_CUI,'311431',MAGNESIUM OXIDE 500 MG PO TAB 
med6785,6,PRESCRIBING,RXNORM_CUI,'311434',PHENYLTOLOXAMIN-MAG SALICYLATE 25-600 MG PO TAB
med6786,6,PRESCRIBING,RXNORM_CUI,'311450',MANNITOL 25 % 25 % IV SYRG
med6787,6,PRESCRIBING,RXNORM_CUI,'311486',MELOXICAM  7.5 MG PO TAB  
med6788,6,PRESCRIBING,RXNORM_CUI,'311486',MELOXICAM  7.5 MG PO TAB  
med6789,6,PRESCRIBING,RXNORM_CUI,'311487',ALKERAN 50 MG IV SOLR
med679,6,PRESCRIBING,RXNORM_CUI,'1088753',LACTOBACILL.ACIDOPHILUS (BULK) MISC POWD 
med6790,6,PRESCRIBING,RXNORM_CUI,'311498',BENGAY GREASELESS TP 
med6791,6,PRESCRIBING,RXNORM_CUI,'311500',COLD AND HOT PAIN RELIEF TP 
med6792,6,PRESCRIBING,RXNORM_CUI,'311502',THERAPEUTIC MINERAL ICE 2 % TP GEL
med6793,6,PRESCRIBING,RXNORM_CUI,'311505',METHYL SALICYLATE-MENTHOL 14-3 % TP LNMT
med6794,6,PRESCRIBING,RXNORM_CUI,'311508',MENTHOL 5 MG MM LOZG 
med6795,6,PRESCRIBING,RXNORM_CUI,'311510',ICY HOT 29-7.6 % TP OINT 
med6796,6,PRESCRIBING,RXNORM_CUI,'311550',ASACOL PO 
med6797,6,PRESCRIBING,RXNORM_CUI,'311550',ASACOL PO 
med6798,6,PRESCRIBING,RXNORM_CUI,'311616',METHENAMINE MAND-SOD BIPHOS PO
med6799,6,PRESCRIBING,RXNORM_CUI,'311616',METHENAMINE MAND-SOD BIPHOS PO
med68,6,PRESCRIBING,RXNORM_CUI,'1001409',OS-CAL 250+D PO 
med680,6,PRESCRIBING,RXNORM_CUI,'1088765',FOLIC ACID(#) 100MCG/ML PO SOLN 
med6800,6,PRESCRIBING,RXNORM_CUI,'311621',L-METHIONINE 500 MG PO CAP 
med6801,6,PRESCRIBING,RXNORM_CUI,'311622',L-METHIONINE 500 MG PO TAB
med6802,6,PRESCRIBING,RXNORM_CUI,'311635',METHYL SALICYLATE 10 % TP CREA 
med6803,6,PRESCRIBING,RXNORM_CUI,'311642',METHYLCELLULOSE 1 % OP DROP 
med6804,6,PRESCRIBING,RXNORM_CUI,'311659',A-METHAPRED 40 MG IJ SOLR
med6805,6,PRESCRIBING,RXNORM_CUI,'311659',A-METHAPRED 40 MG IJ SOLR
med6806,6,PRESCRIBING,RXNORM_CUI,'311665',METIPRANOLOL 0.3 % OP DROP 
med6807,6,PRESCRIBING,RXNORM_CUI,'311666',REGLAN PO 
med6808,6,PRESCRIBING,RXNORM_CUI,'311666',REGLAN PO 
med6809,6,PRESCRIBING,RXNORM_CUI,'311667',METOCLOPRAMIDE HCL 10 MG/ML PO CONC 
med681,6,PRESCRIBING,RXNORM_CUI,'1088765',FOLIC ACID(#) 100MCG/ML PO SOLN 
med6810,6,PRESCRIBING,RXNORM_CUI,'311668',METOCLOPRAMIDE HCL 5 MG PO TAB 
med6811,6,PRESCRIBING,RXNORM_CUI,'311668',METOCLOPRAMIDE HCL 5 MG PO TAB 
med6812,6,PRESCRIBING,RXNORM_CUI,'311670',REGLAN IJ 
med6813,6,PRESCRIBING,RXNORM_CUI,'311670',REGLAN IJ 
med6814,6,PRESCRIBING,RXNORM_CUI,'311671',METOLAZONE 5 MG PO TAB 
med6815,6,PRESCRIBING,RXNORM_CUI,'311671',METOLAZONE 5 MG PO TAB 
med6816,6,PRESCRIBING,RXNORM_CUI,'311678',VITAZOL 0.75 % TP CREA
med6817,6,PRESCRIBING,RXNORM_CUI,'311678',VITAZOL 0.75 % TP CREA
med6818,6,PRESCRIBING,RXNORM_CUI,'311679',METRONIDAZOLE-SKIN CLEANSR #23 0.75 % TP TKTG 
med6819,6,PRESCRIBING,RXNORM_CUI,'311679',METRONIDAZOLE-SKIN CLEANSR #23 0.75 % TP TKTG 
med682,6,PRESCRIBING,RXNORM_CUI,'1088772',EFFER-K PO 
med6820,6,PRESCRIBING,RXNORM_CUI,'311680',METRONIDAZOLE 1 % TP CREA 
med6821,6,PRESCRIBING,RXNORM_CUI,'311680',METRONIDAZOLE 1 % TP CREA 
med6822,6,PRESCRIBING,RXNORM_CUI,'311681',METRONIDAZOLE 500 MG PO TAB 
med6823,6,PRESCRIBING,RXNORM_CUI,'311681',METRONIDAZOLE 500 MG PO TAB 
med6824,6,PRESCRIBING,RXNORM_CUI,'311683',METRONIDAZOLE IV 
med6825,6,PRESCRIBING,RXNORM_CUI,'311683',METRONIDAZOLE IV 
med6826,6,PRESCRIBING,RXNORM_CUI,'311702',VERSED 5 MG/ML IJ SYRG
med6827,6,PRESCRIBING,RXNORM_CUI,'311723',MINOXIDIL FOR MEN 2 % EX SOLN 
med6828,6,PRESCRIBING,RXNORM_CUI,'311723',MINOXIDIL FOR MEN 2 % EX SOLN 
med6829,6,PRESCRIBING,RXNORM_CUI,'311724',MINOXIDIL 5 % TP SOLN 
med683,6,PRESCRIBING,RXNORM_CUI,'1088772',EFFER-K PO 
med6830,6,PRESCRIBING,RXNORM_CUI,'311724',MINOXIDIL 5 % TP SOLN 
med6831,6,PRESCRIBING,RXNORM_CUI,'311725',MIRTAZAPINE 15 MG PO TAB 
med6832,6,PRESCRIBING,RXNORM_CUI,'311725',MIRTAZAPINE 15 MG PO TAB 
med6833,6,PRESCRIBING,RXNORM_CUI,'311726',REMERON 45 MG PO TAB 
med6834,6,PRESCRIBING,RXNORM_CUI,'311726',REMERON 45 MG PO TAB 
med6835,6,PRESCRIBING,RXNORM_CUI,'311727',MISOPROSTOL 100 MCG PO TAB 
med6836,6,PRESCRIBING,RXNORM_CUI,'311727',MISOPROSTOL 100 MCG PO TAB 
med6837,6,PRESCRIBING,RXNORM_CUI,'311753',ELOCON 0.1 % TP CREA 
med6838,6,PRESCRIBING,RXNORM_CUI,'311753',ELOCON 0.1 % TP CREA 
med6839,6,PRESCRIBING,RXNORM_CUI,'311759',SINGULAIR 4 MG PO CHEW 
med684,6,PRESCRIBING,RXNORM_CUI,'1088800',CALCIUM CARBONATE-VITAMIN D3 PO 
med6840,6,PRESCRIBING,RXNORM_CUI,'311759',SINGULAIR 4 MG PO CHEW 
med6841,6,PRESCRIBING,RXNORM_CUI,'311787',MOXIFLOXACIN 400 MG PO TAB 
med6842,6,PRESCRIBING,RXNORM_CUI,'311787',MOXIFLOXACIN 400 MG PO TAB 
med6843,6,PRESCRIBING,RXNORM_CUI,'311821',ONE DAILY/IRON PO TAB 
med6844,6,PRESCRIBING,RXNORM_CUI,'311821',ONE DAILY/IRON PO TAB 
med6845,6,PRESCRIBING,RXNORM_CUI,'311877',MUPIROCIN CALCIUM 2 % TP CREA 
med6846,6,PRESCRIBING,RXNORM_CUI,'311877',MUPIROCIN CALCIUM 2 % TP CREA 
med6847,6,PRESCRIBING,RXNORM_CUI,'311878',BACTROBAN NASAL 2 % NA OINT 
med6848,6,PRESCRIBING,RXNORM_CUI,'311878',BACTROBAN NASAL 2 % NA OINT 
med6849,6,PRESCRIBING,RXNORM_CUI,'311880',MYCOPHENOLATE MOFETIL 200 MG/ML PO SUSR 
med685,6,PRESCRIBING,RXNORM_CUI,'1088800',CALCIUM CARBONATE-VITAMIN D3 PO 
med6850,6,PRESCRIBING,RXNORM_CUI,'311880',MYCOPHENOLATE MOFETIL 200 MG/ML PO SUSR 
med6851,6,PRESCRIBING,RXNORM_CUI,'311891',CESAMET PO
med6852,6,PRESCRIBING,RXNORM_CUI,'311891',CESAMET PO
med6853,6,PRESCRIBING,RXNORM_CUI,'311892',NABUMETONE PO 
med6854,6,PRESCRIBING,RXNORM_CUI,'311892',NABUMETONE PO 
med6855,6,PRESCRIBING,RXNORM_CUI,'311893',NABUMETONE 750 MG PO TAB 
med6856,6,PRESCRIBING,RXNORM_CUI,'311893',NABUMETONE 750 MG PO TAB 
med6857,6,PRESCRIBING,RXNORM_CUI,'311897',NAFCILLIN 250 MG PO CAP 
med6858,6,PRESCRIBING,RXNORM_CUI,'311913',NAPROSYN 125 MG/5 ML PO SUSP 
med6859,6,PRESCRIBING,RXNORM_CUI,'311913',NAPROSYN 125 MG/5 ML PO SUSP 
med686,6,PRESCRIBING,RXNORM_CUI,'1088934',LORZONE 375 MG PO TAB 
med6860,6,PRESCRIBING,RXNORM_CUI,'311915',EC-NAPROSYN 500 MG PO TBEC 
med6861,6,PRESCRIBING,RXNORM_CUI,'311918',AMERGE PO 
med6862,6,PRESCRIBING,RXNORM_CUI,'311919',NATEGLINIDE PO 
med6863,6,PRESCRIBING,RXNORM_CUI,'311919',NATEGLINIDE PO 
med6864,6,PRESCRIBING,RXNORM_CUI,'311924',VIRACEPT PO 
med6865,6,PRESCRIBING,RXNORM_CUI,'311934',NEOMYCIN SULFATE (BULK) MISC 
med6866,6,PRESCRIBING,RXNORM_CUI,'311936',BLOXIVERZ 1 MG/ML IV SOLN
med6867,6,PRESCRIBING,RXNORM_CUI,'311936',BLOXIVERZ 1 MG/ML IV SOLN
med6868,6,PRESCRIBING,RXNORM_CUI,'311943',VIRAMUNE 50 MG/5 ML PO SUSP
med6869,6,PRESCRIBING,RXNORM_CUI,'311949',"NIACIN 1,000 MG PO TBER "
med687,6,PRESCRIBING,RXNORM_CUI,'1088936',CHLORZOXAZONE 750 MG PO TAB 
med6870,6,PRESCRIBING,RXNORM_CUI,'311949',"NIACIN 1,000 MG PO TBER "
med6871,6,PRESCRIBING,RXNORM_CUI,'311955',SLO-NIACIN 250 MG PO TBER 
med6872,6,PRESCRIBING,RXNORM_CUI,'311955',SLO-NIACIN 250 MG PO TBER 
med6873,6,PRESCRIBING,RXNORM_CUI,'311958',NIACELS 400 MG PO CPER
med6874,6,PRESCRIBING,RXNORM_CUI,'311959',NIACIN 500 MG PO CPER 
med6875,6,PRESCRIBING,RXNORM_CUI,'311959',NIACIN 500 MG PO CPER 
med6876,6,PRESCRIBING,RXNORM_CUI,'311960',NIADELAY PO 
med6877,6,PRESCRIBING,RXNORM_CUI,'311960',NIADELAY PO 
med6878,6,PRESCRIBING,RXNORM_CUI,'311963',NIACIN 750 MG PO TBER 
med6879,6,PRESCRIBING,RXNORM_CUI,'311963',NIACIN 750 MG PO TBER 
med688,6,PRESCRIBING,RXNORM_CUI,'1089065',PERISHIELD 3.8 % TP OINT
med6880,6,PRESCRIBING,RXNORM_CUI,'311972',NICOTINE 11 MG/24 HR TD PT24 
med6881,6,PRESCRIBING,RXNORM_CUI,'311973',NICOTINE 22 MG/24 HR TD PT24 
med6882,6,PRESCRIBING,RXNORM_CUI,'311975',NICORELIEF 4 MG BU GUM 
med6883,6,PRESCRIBING,RXNORM_CUI,'311975',NICORELIEF 4 MG BU GUM 
med6884,6,PRESCRIBING,RXNORM_CUI,'311982',NILANDRON PO
med6885,6,PRESCRIBING,RXNORM_CUI,'311982',NILANDRON PO
med6886,6,PRESCRIBING,RXNORM_CUI,'311984',NISOLDIPINE 20 MG PO TB24 
med6887,6,PRESCRIBING,RXNORM_CUI,'311989',NITROFURANTOIN 25 MG/5 ML PO SUSP 
med6888,6,PRESCRIBING,RXNORM_CUI,'311989',NITROFURANTOIN 25 MG/5 ML PO SUSP 
med6889,6,PRESCRIBING,RXNORM_CUI,'311994',MACRODANTIN 25 MG PO CAP 
med689,6,PRESCRIBING,RXNORM_CUI,'1089066',ZINC OXIDE (BULK) MISC POWD 
med6890,6,PRESCRIBING,RXNORM_CUI,'311994',MACRODANTIN 25 MG PO CAP 
med6891,6,PRESCRIBING,RXNORM_CUI,'311995',NITROFURANTOIN 50 MG PO CAP 
med6892,6,PRESCRIBING,RXNORM_CUI,'311995',NITROFURANTOIN 50 MG PO CAP 
med6893,6,PRESCRIBING,RXNORM_CUI,'312004',NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) IV SOLN 
med6894,6,PRESCRIBING,RXNORM_CUI,'312013',NITROGLYCERIN 2.5 MG PO CPER 
med6895,6,PRESCRIBING,RXNORM_CUI,'312013',NITROGLYCERIN 2.5 MG PO CPER 
med6896,6,PRESCRIBING,RXNORM_CUI,'312016',NITROGLYCERIN BU 
med6897,6,PRESCRIBING,RXNORM_CUI,'312016',NITROGLYCERIN BU 
med6898,6,PRESCRIBING,RXNORM_CUI,'312018',NITRO-TIME 6.5 MG PO CPER 
med6899,6,PRESCRIBING,RXNORM_CUI,'312025',NIZATIDINE 150 MG PO CAP 
med69,6,PRESCRIBING,RXNORM_CUI,'1001409',OS-CAL 250+D PO 
med690,6,PRESCRIBING,RXNORM_CUI,'10890',TRYPSIN-BALSAM-CASTOR OIL TP SPRA 
med6900,6,PRESCRIBING,RXNORM_CUI,'312033',ORTHO-NOVUM 1/35 (28) PO 
med6901,6,PRESCRIBING,RXNORM_CUI,'312033',ORTHO-NOVUM 1/35 (28) PO 
med6902,6,PRESCRIBING,RXNORM_CUI,'312036',PAMELOR 10 MG/5 ML PO SOLN
med6903,6,PRESCRIBING,RXNORM_CUI,'312036',PAMELOR 10 MG/5 ML PO SOLN
med6904,6,PRESCRIBING,RXNORM_CUI,'312055',NYSTATIN PO 
med6905,6,PRESCRIBING,RXNORM_CUI,'312055',NYSTATIN PO 
med6906,6,PRESCRIBING,RXNORM_CUI,'312058',"NYSTATIN 500,000 UNIT PO CAP "
med6907,6,PRESCRIBING,RXNORM_CUI,'312059',MYCOSTATIN PO 
med6908,6,PRESCRIBING,RXNORM_CUI,'312059',MYCOSTATIN PO 
med6909,6,PRESCRIBING,RXNORM_CUI,'312068',SANDOSTATIN IJ 
med691,6,PRESCRIBING,RXNORM_CUI,'1089822',NIGHT TIME COLD LIQUICAP 6.25-30-15-325 MG PO CAP
med6910,6,PRESCRIBING,RXNORM_CUI,'312068',SANDOSTATIN IJ 
med6911,6,PRESCRIBING,RXNORM_CUI,'312069',OCTREOTIDE ACETATE 100 MCG/ML IJ SOLN 
med6912,6,PRESCRIBING,RXNORM_CUI,'312069',OCTREOTIDE ACETATE 100 MCG/ML IJ SOLN 
med6913,6,PRESCRIBING,RXNORM_CUI,'312070',SANDOSTATIN 500 MCG/ML IJ SOLN
med6914,6,PRESCRIBING,RXNORM_CUI,'312071',"SANDOSTATIN 1,000 MCG/ML IJ SOLN "
med6915,6,PRESCRIBING,RXNORM_CUI,'312071',"SANDOSTATIN 1,000 MCG/ML IJ SOLN "
med6916,6,PRESCRIBING,RXNORM_CUI,'312075',OFLOXACIN OP 
med6917,6,PRESCRIBING,RXNORM_CUI,'312075',OFLOXACIN OP 
med6918,6,PRESCRIBING,RXNORM_CUI,'312076',ZYPREXA ZYDIS PO 
med6919,6,PRESCRIBING,RXNORM_CUI,'312076',ZYPREXA ZYDIS PO 
med692,6,PRESCRIBING,RXNORM_CUI,'1089847',TIGER BALM 11-11 % TP OINT
med6920,6,PRESCRIBING,RXNORM_CUI,'312077',OLANZAPINE 15 MG PO TAB 
med6921,6,PRESCRIBING,RXNORM_CUI,'312078',OLANZAPINE 5 MG PO TAB 
med6922,6,PRESCRIBING,RXNORM_CUI,'312078',OLANZAPINE 5 MG PO TAB 
med6923,6,PRESCRIBING,RXNORM_CUI,'312079',OLANZAPINE 7.5 MG PO TAB 
med6924,6,PRESCRIBING,RXNORM_CUI,'312079',OLANZAPINE 7.5 MG PO TAB 
med6925,6,PRESCRIBING,RXNORM_CUI,'312083',ZOFRAN (PF) IN DEXTROSE 32 MG/50 ML IV PGBK
med6926,6,PRESCRIBING,RXNORM_CUI,'312083',ZOFRAN (PF) IN DEXTROSE 32 MG/50 ML IV PGBK
med6927,6,PRESCRIBING,RXNORM_CUI,'312084',ZOFRAN 24 MG PO TAB
med6928,6,PRESCRIBING,RXNORM_CUI,'312085',ONDANSETRON HCL 4 MG/5 ML PO SOLN 
med6929,6,PRESCRIBING,RXNORM_CUI,'312085',ONDANSETRON HCL 4 MG/5 ML PO SOLN 
med693,6,PRESCRIBING,RXNORM_CUI,'1089951',PHENOL 6 % MM LIQD 
med6930,6,PRESCRIBING,RXNORM_CUI,'312086',ZOFRAN 8 MG PO TAB 
med6931,6,PRESCRIBING,RXNORM_CUI,'312086',ZOFRAN 8 MG PO TAB 
med6932,6,PRESCRIBING,RXNORM_CUI,'312087',ZOFRAN ODT 8 MG PO TBDI 
med6933,6,PRESCRIBING,RXNORM_CUI,'312087',ZOFRAN ODT 8 MG PO TBDI 
med6934,6,PRESCRIBING,RXNORM_CUI,'312104',BELLADONNA-OPIUM RE 
med6935,6,PRESCRIBING,RXNORM_CUI,'312104',BELLADONNA-OPIUM RE 
med6936,6,PRESCRIBING,RXNORM_CUI,'312106',BELLADONNA ALKALOIDS-OPIUM 15-60 MG RE SUPP 
med6937,6,PRESCRIBING,RXNORM_CUI,'312107',B & O 16-A SUPPRETTE RE
med6938,6,PRESCRIBING,RXNORM_CUI,'312107',B & O 16-A SUPPRETTE RE
med6939,6,PRESCRIBING,RXNORM_CUI,'312109',OPRELVEKIN 5 MG SC SOLR 
med694,6,PRESCRIBING,RXNORM_CUI,'1089951',PHENOL 6 % MM LIQD 
med6940,6,PRESCRIBING,RXNORM_CUI,'312109',OPRELVEKIN 5 MG SC SOLR 
med6941,6,PRESCRIBING,RXNORM_CUI,'312122',OSELTAMIVIR 75 MG PO CAP 
med6942,6,PRESCRIBING,RXNORM_CUI,'312122',OSELTAMIVIR 75 MG PO CAP 
med6943,6,PRESCRIBING,RXNORM_CUI,'312132',DAYPRO 600 MG PO TAB 
med6944,6,PRESCRIBING,RXNORM_CUI,'312132',DAYPRO 600 MG PO TAB 
med6945,6,PRESCRIBING,RXNORM_CUI,'312134',OXAZEPAM 15 MG PO CAP 
med6946,6,PRESCRIBING,RXNORM_CUI,'312134',OXAZEPAM 15 MG PO CAP 
med6947,6,PRESCRIBING,RXNORM_CUI,'312136',OXCARBAZEPINE 150 MG PO TAB 
med6948,6,PRESCRIBING,RXNORM_CUI,'312136',OXCARBAZEPINE 150 MG PO TAB 
med6949,6,PRESCRIBING,RXNORM_CUI,'312137',TRILEPTAL 300 MG PO TAB 
med695,6,PRESCRIBING,RXNORM_CUI,'1089968',SEVERE COLD/FLU MAXIMUM STR 2-30-15-500 MG PO TAB
med6950,6,PRESCRIBING,RXNORM_CUI,'312137',TRILEPTAL 300 MG PO TAB 
med6951,6,PRESCRIBING,RXNORM_CUI,'312138',TRILEPTAL 600 MG PO TAB 
med6952,6,PRESCRIBING,RXNORM_CUI,'312138',TRILEPTAL 600 MG PO TAB 
med6953,6,PRESCRIBING,RXNORM_CUI,'312139',OXICONAZOLE TP
med6954,6,PRESCRIBING,RXNORM_CUI,'312199',PACLITAXEL IV 
med6955,6,PRESCRIBING,RXNORM_CUI,'312211',PANTOTHENIC ACID (VIT B5) 500 MG PO TAB 
med6956,6,PRESCRIBING,RXNORM_CUI,'312211',PANTOTHENIC ACID (VIT B5) 500 MG PO TAB 
med6957,6,PRESCRIBING,RXNORM_CUI,'312223',P-AMINOBENZOIC ACID PO 
med6958,6,PRESCRIBING,RXNORM_CUI,'312242',PAXIL 10 MG/5 ML PO SUSP 
med6959,6,PRESCRIBING,RXNORM_CUI,'312242',PAXIL 10 MG/5 ML PO SUSP 
med696,6,PRESCRIBING,RXNORM_CUI,'1090185',HYALURONIC ACID (CHOND&COLLGN) PO 
med6960,6,PRESCRIBING,RXNORM_CUI,'312255',PENCICLOVIR TP
med6961,6,PRESCRIBING,RXNORM_CUI,'312289',PENTAZOCINE-NALOXONE 50-0.5 MG PO TAB 
med6962,6,PRESCRIBING,RXNORM_CUI,'312289',PENTAZOCINE-NALOXONE 50-0.5 MG PO TAB 
med6963,6,PRESCRIBING,RXNORM_CUI,'312301',PENTOXIL PO 
med6964,6,PRESCRIBING,RXNORM_CUI,'312301',PENTOXIL PO 
med6965,6,PRESCRIBING,RXNORM_CUI,'312357',PHENOBARBITAL 15 MG PO TAB 
med6966,6,PRESCRIBING,RXNORM_CUI,'312357',PHENOBARBITAL 15 MG PO TAB 
med6967,6,PRESCRIBING,RXNORM_CUI,'312362',PHENOBARBITAL 30 MG PO TAB 
med6968,6,PRESCRIBING,RXNORM_CUI,'312362',PHENOBARBITAL 30 MG PO TAB 
med6969,6,PRESCRIBING,RXNORM_CUI,'312370',LUMINAL 130 MG/ML IJ SYRG
med697,6,PRESCRIBING,RXNORM_CUI,'1090187',CHILDREN'S CALCIUM GUMMIES PO 
med6970,6,PRESCRIBING,RXNORM_CUI,'312370',LUMINAL 130 MG/ML IJ SYRG
med6971,6,PRESCRIBING,RXNORM_CUI,'312398',RECTACAINE 0.25 % RE SUPP
med6972,6,PRESCRIBING,RXNORM_CUI,'312398',RECTACAINE 0.25 % RE SUPP
